N,P,K,temperature,humidity,ph,label
53,67,17,31.77682,69.01853,7.296972,blackgram
3,72,24,36.51268,57.92887,6.031608,pigeonpeas
17,64,18,36.75087,58.25799,6.079385,pigeonpeas
28,59,22,30.90608,52.79913,7.051816,pigeonpeas
20,67,19,19.24463,50.54495,5.671419,pigeonpeas
32,70,20,20.89343,46.24857,6.208843,pigeonpeas
9,66,21,30.11812,34.13308,5.71989,pigeonpeas
26,67,24,36.97794,37.73993,5.642813,pigeonpeas
19,57,23,23.67343,47.28797,7.34241,pigeonpeas
18,55,23,21.99898,56.31007,6.98572,pigeonpeas
9,59,24,20.43518,39.37253,4.747352,pigeonpeas
2,67,18,34.51935,47.5298,5.921667,pigeonpeas
40,59,23,36.89164,62.73178,5.269085,pigeonpeas
3,60,19,25.74679,40.71926,4.820788,pigeonpeas
13,67,18,30.5753,34.75591,5.384763,pigeonpeas
39,57,19,29.3238,45.93248,6.421748,pigeonpeas
9,76,25,28.88302,50.12324,5.709512,pigeonpeas
6,63,23,26.0163,49.94705,5.906597,pigeonpeas
5,56,24,24.8071,45.0111,5.023115,pigeonpeas
38,72,21,28.23416,49.44213,5.902103,pigeonpeas
39,60,15,35.09357,30.98685,5.004075,pigeonpeas
33,73,23,29.23541,59.38968,5.985793,pigeonpeas
39,77,21,22.99774,60.24219,4.603563,pigeonpeas
31,72,17,28.6918,49.47225,5.833032,pigeonpeas
5,68,20,19.0438,33.10695,6.121667,pigeonpeas
21,74,15,29.49097,67.10604,6.471862,pigeonpeas
28,75,21,24.77419,50.54621,6.007508,pigeonpeas
5,68,20,18.72988,61.33186,5.001039,pigeonpeas
26,64,22,25.95059,40.58227,5.165165,pigeonpeas
17,64,16,30.97759,32.24914,7.161798,pigeonpeas
27,74,20,24.69488,59.96669,5.859813,pigeonpeas
27,71,24,31.46418,48.17631,7.064973,pigeonpeas
16,56,17,33.8002,40.03262,7.445445,pigeonpeas
30,75,25,30.33277,42.3525,6.446092,pigeonpeas
5,55,18,33.50876,45.70976,7.322098,pigeonpeas
1,66,23,19.54317,56.92831,4.803564,pigeonpeas
36,61,21,34.53824,39.04469,5.617008,pigeonpeas
5,77,19,31.08565,66.68833,6.242052,pigeonpeas
13,73,20,30.50421,35.48886,5.39156,pigeonpeas
20,72,15,36.00416,56.01334,7.313517,pigeonpeas
11,72,22,29.37736,44.82295,6.842744,pigeonpeas
36,67,25,35.95177,36.52781,6.418063,pigeonpeas
23,55,16,21.01142,69.69141,5.111489,pigeonpeas
14,75,24,24.54758,57.34145,6.43616,pigeonpeas
25,64,20,33.15123,32.45975,4.807777,pigeonpeas
38,61,21,30.27375,67.38681,4.696519,pigeonpeas
14,74,19,18.39759,36.82639,6.624966,pigeonpeas
17,73,18,19.50112,34.51087,5.632353,pigeonpeas
8,59,18,29.50523,35.72032,6.216814,pigeonpeas
40,70,20,31.8013,45.03186,5.62349,pigeonpeas
35,80,25,28.09269,44.93322,4.895927,pigeonpeas
37,73,21,29.50305,63.46513,5.560225,pigeonpeas
6,66,15,34.93174,30.40047,6.345806,pigeonpeas
17,67,18,31.21928,56.46869,5.611511,pigeonpeas
26,72,22,28.76795,37.57792,4.674942,pigeonpeas
35,58,20,29.38539,63.47742,5.761703,pigeonpeas
4,69,19,19.251,47.70352,5.374359,pigeonpeas
34,56,17,33.41269,35.4291,4.548202,pigeonpeas
36,80,21,33.6477,48.4149,7.066087,pigeonpeas
7,74,17,22.47253,62.56532,5.66742,pigeonpeas
20,60,22,29.65053,42.89833,6.876573,pigeonpeas
18,58,16,21.47608,38.80024,4.962661,pigeonpeas
27,61,18,33.30712,67.07781,5.266227,pigeonpeas
10,71,18,19.54285,66.34777,6.151029,pigeonpeas
37,77,17,36.20971,31.94551,5.617123,pigeonpeas
20,77,23,34.87249,38.83786,5.180272,pigeonpeas
23,75,25,31.07509,47.19848,7.07717,pigeonpeas
27,57,24,27.33535,43.35796,6.091863,pigeonpeas
22,62,16,34.64554,54.32343,4.828936,pigeonpeas
24,70,21,19.14729,45.37338,5.517208,pigeonpeas
24,63,19,19.34794,55.96805,4.681576,pigeonpeas
16,77,22,31.48469,35.63956,6.57421,pigeonpeas
29,78,25,19.95992,59.33158,5.982855,pigeonpeas
16,73,19,18.41646,34.80541,4.684079,pigeonpeas
33,61,24,20.04612,48.93906,4.567446,pigeonpeas
40,62,19,27.32199,34.13737,4.697751,pigeonpeas
26,73,21,31.33171,57.97429,4.946264,pigeonpeas
16,55,19,19.54314,47.19188,6.413544,pigeonpeas
33,58,24,35.4579,68.75811,5.269504,pigeonpeas
7,77,18,20.55913,60.54881,6.655918,pigeonpeas
34,75,24,23.50223,51.2902,4.760038,pigeonpeas
3,68,16,18.3191,34.69777,4.964888,pigeonpeas
16,71,24,18.33125,38.40975,4.94637,pigeonpeas
13,75,20,30.55992,35.29006,6.97954,pigeonpeas
0,70,21,36.3005,56.03021,4.672437,pigeonpeas
5,62,23,27.93483,66.45457,4.722222,pigeonpeas
27,72,17,28.98039,57.23265,6.347929,pigeonpeas
20,74,16,36.04354,43.61444,4.75949,pigeonpeas
16,80,20,31.24022,56.67369,7.339321,pigeonpeas
6,69,19,26.88631,41.69618,4.750929,pigeonpeas
16,70,20,24.80468,40.12427,5.609396,pigeonpeas
10,79,18,21.06437,55.46986,5.624731,pigeonpeas
27,71,23,23.45379,46.48715,7.109598,pigeonpeas
1,76,17,28.43431,52.10011,6.012719,pigeonpeas
35,71,17,29.89287,66.35375,6.931925,pigeonpeas
29,72,24,23.1741,36.67847,6.962386,pigeonpeas
38,55,19,33.18184,38.23185,5.864623,pigeonpeas
31,56,23,31.46846,35.39454,5.661826,pigeonpeas
30,60,21,28.87668,62.49012,5.457871,pigeonpeas
1,76,19,24.18553,46.68747,6.669529,pigeonpeas
24,73,20,19.63736,32.31529,4.608695,pigeonpeas
22,30,12,15.78144,92.51078,6.354007,orange
18,14,11,28.048,90.00622,6.550814,orange
31,8,7,34.51465,93.63813,7.163246,orange
12,29,13,22.45617,91.52782,7.571254,orange
33,15,7,15.83389,91.68294,7.651225,orange
4,13,6,15.63211,94.25966,7.561143,orange
15,9,11,11.54786,94.14861,7.907956,orange
0,23,15,22.56664,93.37489,7.598729,orange
19,7,9,27.25544,91.71369,6.969883,orange
37,6,13,26.03097,91.50819,7.511755,orange
13,16,8,34.74005,93.12317,6.949839,orange
26,27,10,28.06903,92.91487,6.079998,orange
7,16,9,18.87958,92.04304,7.813917,orange
32,18,13,13.83773,91.7478,6.044167,orange
24,18,6,26.56608,94.4524,6.285313,orange
12,8,10,16.1482,91.4448,7.995849,orange
13,8,12,25.16297,92.54736,7.105905,orange
31,5,14,17.66545,91.69866,6.583412,orange
7,17,10,10.16431,91.22321,6.465913,orange
40,17,15,21.35093,90.9493,7.871063,orange
26,15,6,17.22035,94.78797,6.912033,orange
40,22,6,24.5361,91.90997,6.488221,orange
8,7,10,28.26205,91.98317,6.929216,orange
6,8,11,24.35591,92.39652,6.600949,orange
37,18,12,10.27089,90.19148,7.401122,orange
19,7,10,14.78003,91.22062,6.11843,orange
32,25,9,10.3561,93.75652,7.796034,orange
30,7,15,33.23453,91.06054,7.825532,orange
27,13,6,13.36051,91.35608,7.335158,orange
20,7,9,29.47742,91.57803,7.129137,orange
19,24,15,20.48955,93.72485,7.137137,orange
31,25,12,18.05142,90.0397,7.016482,orange
21,17,15,23.9829,91.54731,7.455991,orange
5,18,14,33.1057,93.48447,7.434119,orange
14,19,14,17.68409,94.35815,6.699165,orange
39,28,10,31.3492,91.48248,7.181908,orange
16,29,13,32.31944,93.67805,6.196908,orange
16,8,9,24.60298,91.28409,7.60119,orange
10,5,5,21.21307,91.35349,7.817846,orange
33,12,8,25.26053,90.31154,6.822282,orange
36,29,13,20.68185,90.91511,7.829507,orange
21,29,12,22.30319,92.15987,6.438669,orange
31,26,9,11.69895,93.25639,7.566166,orange
18,5,11,20.87947,90.93756,6.251587,orange
29,11,5,23.13339,91.9467,7.639788,orange
26,11,11,13.70319,90.95589,7.609348,orange
20,23,11,31.85207,90.1222,6.407716,orange
28,7,9,34.59178,92.1323,6.730758,orange
5,8,5,11.03368,92.22707,6.562595,orange
12,20,10,24.45133,93.10528,6.528355,orange
13,23,6,23.96148,90.26408,7.365338,orange
5,23,15,25.66901,92.04671,7.408939,orange
18,23,8,21.49119,93.4395,6.413548,orange
13,22,5,19.66706,90.50097,7.76404,orange
8,16,6,12.22816,90.26457,7.10665,orange
6,13,9,34.51424,90.56151,7.786725,orange
34,29,8,31.87859,91.15248,6.45064,orange
34,11,10,31.75049,94.59551,7.362208,orange
40,21,8,34.90665,92.8782,7.418762,orange
9,10,10,22.3551,93.52212,6.010392,orange
0,25,14,19.33517,91.97979,6.361671,orange
12,6,8,30.84835,92.86774,6.388617,orange
39,21,9,13.20844,94.02769,6.354023,orange
36,11,13,17.34084,93.04897,7.191727,orange
27,30,5,32.71749,90.54608,7.656978,orange
18,12,8,12.59094,91.81669,6.206053,orange
39,9,15,25.35468,91.81183,7.992042,orange
14,22,9,17.24945,91.13773,6.543192,orange
33,12,15,30.25578,92.03273,6.052318,orange
25,21,11,32.23798,90.15407,6.460045,orange
1,15,9,29.98365,94.5524,7.533509,orange
0,12,7,20.18432,90.65458,6.96925,orange
1,17,6,10.7869,91.38412,6.819827,orange
9,11,8,24.85903,94.39,6.559237,orange
20,20,10,11.86632,93.68395,6.976998,orange
7,20,12,16.5346,94.7676,6.475275,orange
6,7,7,27.68167,94.47317,7.199106,orange
11,14,5,11.50323,94.89332,6.946355,orange
17,16,14,16.39624,92.18152,6.625539,orange
15,14,8,10.01081,90.22399,6.220943,orange
4,23,5,22.67594,93.36349,7.477935,orange
5,25,6,30.7212,94.01332,6.011302,orange
20,8,12,25.29904,94.9642,7.260416,orange
20,29,10,29.07413,93.27189,7.365492,orange
16,7,8,22.79197,90.60902,6.420457,orange
22,17,5,24.12189,90.72352,6.945563,orange
34,10,14,34.05297,92.05812,6.725601,orange
29,25,14,30.49184,90.45829,7.781989,orange
37,23,12,31.52676,90.50622,6.395258,orange
37,24,13,19.14382,90.71037,7.854624,orange
0,18,14,29.77149,92.0072,7.207991,orange
4,6,7,23.01014,91.11764,6.70889,orange
6,9,12,31.08369,90.14363,7.028746,orange
39,24,14,30.55473,90.90344,7.18926,orange
9,8,15,14.3432,94.35735,7.994465,orange
13,5,8,23.8534,90.10523,7.474711,orange
1,30,10,11.89926,91.34664,7.291406,orange
24,30,11,32.39524,94.51768,6.601396,orange
33,14,8,21.032,92.9642,7.68442,orange
24,27,9,18.86883,93.24688,6.157135,orange
8,16,7,23.2925,82.00274,5.381423,Pulses
21,42,20,24.91461,80.31964,5.519011,Pulses
16,32,15,20.77464,82.32076,5.254457,Pulses
15,30,14,24.41711,80.15836,5.331436,Pulses
10,20,9,24.1318,81.60487,5.507194,Pulses
9,18,8,24.27242,83.37012,5.345255,Pulses
11,22,10,23.60302,82.63941,5.631466,Pulses
13,26,12,22.75089,82.89409,5.637177,Pulses
12,24,11,23.8494,83.53522,5.20688,Pulses
14,28,13,22.60801,83.03323,5.26441,Pulses
22,44,21,21.18667,81.41754,5.294165,Pulses
30,60,29,23.41045,81.45062,5.295435,Pulses
15,30,14,22.86007,80.88685,5.195295,Pulses
18,36,17,22.48403,82.05687,5.588033,Pulses
16,32,15,22.02775,80.66385,5.430118,Pulses
21,42,20,21.91191,80.30026,5.403143,Pulses
11,22,10,23.71059,82.78837,5.22869,Pulses
22,44,21,21.37785,80.41818,5.544618,Pulses
23,46,22,22.84853,80.1923,5.304844,Pulses
25,50,24,23.10943,83.5876,5.29262,Pulses
24,48,23,23.25231,80.47476,5.268178,Pulses
13,26,12,23.67288,83.11713,5.251035,Pulses
31,62,30,23.76882,80.97384,5.575615,Pulses
22,44,21,23.34386,82.6784,5.620136,Pulses
9,18,8,22.63946,81.33265,5.369548,Pulses
17,34,16,22.45697,80.52389,5.394366,Pulses
16,32,15,22.96388,84.04404,5.634164,Pulses
14,28,13,21.07273,80.54499,5.460755,Pulses
12,24,11,22.44075,84.49774,5.658292,Pulses
13,26,12,22.71271,80.64416,5.218101,Pulses
15,30,14,21.70417,84.94376,5.355561,Pulses
22,44,21,22.43325,80.33127,5.341727,Pulses
23,46,22,21.25941,82.73686,5.277704,Pulses
25,50,24,22.92157,81.63895,5.618323,Pulses
24,48,23,22.81213,83.88266,5.510208,Pulses
27,54,26,21.12152,82.14809,5.55043,Pulses
26,52,25,21.11479,81.17734,5.552744,Pulses
28,56,27,23.59997,83.15251,5.392199,Pulses
21,42,20,23.12653,82.95222,5.626547,Pulses
29,58,28,22.98459,83.72876,5.602779,Pulses
12,24,11,22.12659,82.06719,5.46509,Pulses
23,46,22,22.5378,83.52842,5.51338,Pulses
25,50,24,22.49095,80.14509,5.200234,Pulses
21,42,20,22.35548,84.8136,5.348699,Pulses
29,58,28,22.20701,82.36699,5.549904,Pulses
27,54,26,22.44517,80.52586,5.31069,Pulses
9,18,8,22.76643,84.47963,5.277561,Pulses
8,16,7,22.19109,84.59202,5.662313,Pulses
23,46,22,23.61192,80.70961,5.355236,Pulses
6,12,5,23.86087,80.41363,5.647934,Pulses
8,16,7,21.42177,83.0631,5.376066,Pulses
21,42,20,22.36629,80.34776,5.384371,Pulses
16,32,15,23.4626,82.22573,5.281032,Pulses
15,30,14,23.06204,81.89918,5.211905,Pulses
10,20,9,22.35548,83.83626,5.505404,Pulses
9,18,8,23.34467,84.79352,5.248202,Pulses
11,22,10,23.71475,83.47021,5.316665,Pulses
13,26,12,23.34467,82.45433,5.717608,Pulses
12,24,11,22.31254,82.12354,5.999,Pulses
14,28,13,20.48186,80.23899,5.671793,Pulses
22,44,21,20.41435,82.20803,5.777863,Pulses
30,60,29,22.84064,83.51827,5.310731,Pulses
15,30,14,23.94414,83.77346,6.132092,Pulses
18,36,17,23.8799,80.72886,5.30949,Pulses
16,32,15,20.04677,83.29115,5.550623,Pulses
21,42,20,22.99452,82.74836,5.447703,Pulses
11,22,10,23.13164,80.33503,5.02,Pulses
22,44,21,22.49584,82.11124,5.03,Pulses
23,46,22,20.31887,80.28598,6.131445,Pulses
25,50,24,22.38042,80.56888,5.519032,Pulses
24,48,23,21.31852,83.89181,6.025321,Pulses
13,26,12,20.3766,82.17069,6.033929,Pulses
31,62,30,21.28711,82.84023,5.8,Pulses
22,44,21,20.4346,83.0032,5.6,Pulses
9,18,8,20.83601,84.56919,5.3,Pulses
17,34,16,22.31254,81.85873,5.328813,Pulses
16,32,15,23.50201,81.78597,5.295396,Pulses
14,28,13,23.4626,81.97927,5.8,Pulses
12,24,11,23.06204,81.46034,5.395512,Pulses
13,26,12,22.35548,83.72874,6.099544,Pulses
15,30,14,22.20701,80.3798,5.693508,Pulses
22,44,21,22.44517,82.94683,5.6,Pulses
23,46,22,22.76643,81.05636,5.203208,Pulses
25,50,24,22.19109,84.96907,5.588103,Pulses
24,48,23,23.61192,80.54373,5.40589,Pulses
27,54,26,23.80436,83.47038,5.333,Pulses
26,52,25,23.71475,81.43322,6.355529,Pulses
28,56,27,23.34467,81.40634,5.22,Pulses
21,42,20,22.31254,81.03569,5.66,Pulses
29,58,28,23.50201,84.13419,5.33,Pulses
12,24,11,23.4626,81.91411,6.795598,Pulses
23,46,22,23.06204,83.88387,5.303008,Pulses
25,50,24,22.35548,80.12267,5.318353,Pulses
21,42,20,23.99686,83.85643,5.66,Pulses
29,58,28,21.8013,82.81089,6.847798,Pulses
27,54,26,23.80436,83.46358,6.310966,Pulses
9,18,8,23.71475,82.14004,5.33,Pulses
23,46,22,23.34467,81.43322,6.031806,Pulses
6,12,5,22.31254,84.13419,5.902814,Pulses
8,16,7,23.50201,81.03569,5.607667,Pulses
13,60,25,17.13693,20.59542,5.685972,kidneybeans
26,65,22,17.84807,18.77622,5.949949,kidneybeans
22,71,17,18.153,19.38602,5.509295,kidneybeans
36,68,20,17.06104,23.77201,5.86443,kidneybeans
37,74,15,24.9236,18.22591,5.582178,kidneybeans
17,64,17,21.02213,24.93896,5.662699,kidneybeans
9,80,19,21.8062,18.57087,5.945466,kidneybeans
22,60,24,18.78226,20.24768,5.630665,kidneybeans
27,63,19,20.9341,21.1893,5.562202,kidneybeans
19,65,25,18.09551,18.29318,5.625096,kidneybeans
9,77,17,20.12373,24.45203,5.783425,kidneybeans
6,77,25,20.61162,24.36314,5.792745,kidneybeans
12,78,23,16.06523,18.7248,5.998125,kidneybeans
28,58,24,19.72703,18.28173,5.74819,kidneybeans
27,69,22,17.91652,24.90815,5.932323,kidneybeans
14,67,22,23.82577,24.75485,5.62469,kidneybeans
16,75,21,18.50693,23.6167,5.679224,kidneybeans
7,63,24,22.95458,24.03553,5.858618,kidneybeans
12,63,17,18.35892,19.37703,5.717143,kidneybeans
9,69,20,19.30607,23.96363,5.591561,kidneybeans
20,73,22,16.03769,22.33196,5.976313,kidneybeans
34,59,18,23.38003,21.98879,5.744118,kidneybeans
29,68,23,24.16384,19.27908,5.82738,kidneybeans
34,60,22,17.66148,18.15303,5.635232,kidneybeans
2,61,20,22.13975,23.02251,5.955617,kidneybeans
31,55,22,22.9135,21.33953,5.873172,kidneybeans
6,62,22,20.53053,18.09224,5.824091,kidneybeans
12,61,19,19.33163,24.13995,5.655727,kidneybeans
32,57,18,15.53835,23.7556,5.695423,kidneybeans
5,59,15,18.87493,20.18238,5.972292,kidneybeans
8,72,17,20.57341,19.75202,5.711439,kidneybeans
40,73,20,21.59343,20.31871,5.811314,kidneybeans
32,79,15,23.9091,20.74619,5.706199,kidneybeans
17,77,24,20.76952,18.93147,5.568457,kidneybeans
0,65,15,23.46168,23.22198,5.645436,kidneybeans
23,62,19,16.51783,20.45556,5.609435,kidneybeans
37,70,25,19.73137,24.89487,5.819404,kidneybeans
31,79,25,23.18864,22.31046,5.902033,kidneybeans
7,56,18,18.31358,24.32992,5.698371,kidneybeans
25,57,19,17.15433,19.87071,5.566523,kidneybeans
21,63,17,15.7737,19.23032,5.979974,kidneybeans
24,67,22,20.12004,22.89846,5.618844,kidneybeans
33,59,22,22.64237,21.59396,5.947,kidneybeans
18,74,15,24.90358,22.27513,5.708366,kidneybeans
23,59,19,21.98561,24.87305,5.852047,kidneybeans
3,77,25,24.84906,22.89465,5.608165,kidneybeans
4,67,25,23.7871,24.35679,5.948164,kidneybeans
27,56,20,19.25975,20.51347,5.54269,kidneybeans
13,72,21,24.32117,21.02787,5.821194,kidneybeans
14,59,15,21.35136,22.91245,5.77909,kidneybeans
34,60,23,20.12574,24.9697,5.659255,kidneybeans
27,56,22,19.91853,20.701,5.833011,kidneybeans
25,63,20,15.78601,21.14544,5.502999,kidneybeans
0,55,22,22.98667,20.57941,5.916779,kidneybeans
27,59,22,21.81168,23.20591,5.794159,kidneybeans
25,76,24,15.33043,24.91507,5.565035,kidneybeans
23,65,20,23.04291,22.42611,5.83394,kidneybeans
27,65,18,20.10994,23.22324,5.595032,kidneybeans
5,74,21,16.24469,21.35794,5.591704,kidneybeans
7,79,23,19.63653,19.68751,5.82165,kidneybeans
18,79,20,20.27515,23.23536,5.877348,kidneybeans
11,72,20,19.52226,24.92607,5.951177,kidneybeans
37,64,22,17.4819,18.8252,5.954665,kidneybeans
11,71,24,21.14011,22.71824,5.60662,kidneybeans
10,55,23,21.18853,19.63439,5.728233,kidneybeans
27,72,23,19.9289,21.79992,5.961934,kidneybeans
14,67,15,19.56376,24.67385,5.690066,kidneybeans
32,68,19,24.62835,18.18325,5.514234,kidneybeans
27,64,15,20.16081,24.84208,5.514927,kidneybeans
1,62,23,15.43546,18.37478,5.607808,kidneybeans
28,80,17,19.62208,18.67171,5.80942,kidneybeans
27,80,15,19.07096,21.21092,5.788387,kidneybeans
28,66,23,21.53989,24.25386,5.996161,kidneybeans
17,77,23,24.51325,20.81528,5.670063,kidneybeans
20,69,15,23.44261,22.77256,5.934136,kidneybeans
22,70,19,18.23776,21.07643,5.515615,kidneybeans
40,64,16,16.4334,24.24046,5.926677,kidneybeans
22,80,20,23.00885,18.86881,5.669561,kidneybeans
11,71,17,19.91918,21.47324,5.746448,kidneybeans
26,80,18,19.3251,23.33348,5.581022,kidneybeans
25,70,16,19.63474,18.90706,5.759237,kidneybeans
40,78,20,19.18573,20.83398,5.669236,kidneybeans
37,65,16,22.8352,18.97268,5.683548,kidneybeans
17,57,21,19.88394,20.31564,5.789214,kidneybeans
22,79,17,21.42451,20.3966,5.91229,kidneybeans
25,60,22,21.63149,21.1792,5.887263,kidneybeans
19,78,16,20.65376,23.10539,5.967533,kidneybeans
5,65,16,21.32776,18.48523,5.866744,kidneybeans
24,80,22,16.71171,19.17651,5.635994,kidneybeans
37,56,25,22.05592,19.60379,5.774755,kidneybeans
17,59,17,18.4167,23.4283,5.689858,kidneybeans
11,78,22,23.89757,22.74379,5.940547,kidneybeans
31,75,18,15.46789,21.43781,5.824208,kidneybeans
35,69,23,16.78792,24.96882,5.57841,kidneybeans
3,67,24,17.00068,19.90791,5.52088,kidneybeans
13,69,19,17.30845,20.01731,5.863904,kidneybeans
34,66,17,18.81097,21.27833,5.889615,kidneybeans
30,63,16,23.60507,21.9054,5.525905,kidneybeans
37,72,18,18.87615,24.54038,5.724242,kidneybeans
11,61,21,18.62329,23.0241,5.532101,kidneybeans
2,24,38,24.55982,91.63536,5.922936,pomegranate
26,18,42,19.72621,89.64934,6.910375,pomegranate
14,8,43,21.92514,94.46485,7.051655,pomegranate
12,29,40,19.68291,89.75273,6.594037,pomegranate
38,21,35,20.33691,89.38004,5.841367,pomegranate
32,25,35,18.09903,85.70786,5.892914,pomegranate
5,15,38,18.26233,88.16779,5.70938,pomegranate
40,18,43,19.38604,86.79058,5.767373,pomegranate
21,23,42,19.54128,90.29752,6.902751,pomegranate
39,17,45,18.09691,90.42177,6.924491,pomegranate
21,21,38,22.55261,89.32595,6.327674,pomegranate
37,11,36,24.2478,85.56033,6.710143,pomegranate
32,13,42,23.50128,92.97528,5.786058,pomegranate
8,28,38,23.22594,94.42971,6.844402,pomegranate
18,27,41,22.36509,92.30882,7.175344,pomegranate
5,29,44,21.02433,93.05695,5.578096,pomegranate
11,18,42,21.57937,94.88268,5.938529,pomegranate
40,29,42,24.63229,89.01574,7.104095,pomegranate
20,27,41,20.51343,92.51676,5.700089,pomegranate
13,7,43,18.2023,91.12282,7.013482,pomegranate
19,17,39,24.72486,85.56083,6.728599,pomegranate
4,14,41,19.85139,89.80732,6.430163,pomegranate
24,21,42,20.82211,87.22816,6.999014,pomegranate
14,25,40,20.07387,90.9782,6.407872,pomegranate
18,21,35,23.28012,94.9433,6.368561,pomegranate
25,17,40,18.91251,87.74939,6.608024,pomegranate
0,5,36,24.35194,90.88612,6.152907,pomegranate
4,20,41,24.26601,93.79741,6.537043,pomegranate
22,26,38,22.92052,85.12912,6.988035,pomegranate
34,9,36,22.81226,86.34234,6.276039,pomegranate
40,9,41,24.37767,85.40171,5.782707,pomegranate
15,11,38,23.12808,92.68328,6.630646,pomegranate
31,25,38,24.96273,92.40501,6.497367,pomegranate
39,24,39,23.65374,93.32658,6.431266,pomegranate
23,30,44,20.93893,85.42913,6.124761,pomegranate
22,23,44,20.13037,89.31505,6.143875,pomegranate
31,11,45,24.83954,86.88738,6.034613,pomegranate
16,15,42,19.67832,89.08936,6.890784,pomegranate
0,17,42,23.20243,91.19443,6.859841,pomegranate
5,13,37,22.34376,89.78703,5.648244,pomegranate
8,28,37,23.88405,86.20614,6.082572,pomegranate
18,23,44,23.71028,89.61794,6.1844,pomegranate
9,25,41,24.8153,91.90843,5.972715,pomegranate
23,5,44,21.20725,94.26305,7.163005,pomegranate
6,30,40,22.77036,91.45499,6.361374,pomegranate
11,10,45,22.63045,88.45577,6.397996,pomegranate
32,14,37,22.73031,88.48568,6.825256,pomegranate
30,20,38,22.5989,93.16344,7.058223,pomegranate
4,19,42,23.83186,87.84035,6.306606,pomegranate
2,21,44,18.92157,87.3129,6.568934,pomegranate
33,23,45,20.00219,85.83618,7.116539,pomegranate
40,30,35,20.89273,91.07777,6.269664,pomegranate
5,24,40,24.69226,93.8703,6.297908,pomegranate
8,23,44,18.47412,89.6892,7.130838,pomegranate
29,22,43,19.6633,87.95158,5.561852,pomegranate
40,27,45,21.66025,94.79397,5.885638,pomegranate
25,27,41,19.2009,94.2766,6.923509,pomegranate
10,5,42,20.24105,91.08707,6.887006,pomegranate
22,9,44,24.72236,88.87651,5.744362,pomegranate
36,7,37,19.86712,86.3559,5.782436,pomegranate
5,21,38,22.43378,90.33966,6.107055,pomegranate
4,19,43,18.07133,93.14555,5.779427,pomegranate
27,24,41,24.3277,90.88293,6.610251,pomegranate
29,22,40,23.626,89.73267,6.145104,pomegranate
28,6,40,22.10621,91.3404,6.769856,pomegranate
7,23,35,19.75088,88.71691,7.054314,pomegranate
8,26,36,18.7836,87.40248,6.804781,pomegranate
36,24,41,24.94468,94.25703,7.00918,pomegranate
21,6,41,24.88244,89.39686,7.086948,pomegranate
1,27,36,23.98599,93.34237,5.684995,pomegranate
8,23,38,19.30106,87.17752,7.005411,pomegranate
29,16,36,19.81069,88.92944,5.740338,pomegranate
15,6,41,19.00871,88.83768,6.897368,pomegranate
18,9,40,19.44623,89.02127,5.627186,pomegranate
12,20,39,19.86174,86.19741,6.026999,pomegranate
4,18,37,22.91843,85.40695,7.131475,pomegranate
8,25,36,19.91331,94.95031,6.828522,pomegranate
37,18,39,24.14696,94.51107,6.424671,pomegranate
13,30,37,20.86475,91.61794,6.277149,pomegranate
38,14,37,21.80523,94.63613,6.658403,pomegranate
34,21,42,18.75928,89.93458,6.648687,pomegranate
14,5,36,24.92639,85.19098,5.832526,pomegranate
40,11,44,24.4584,86.10875,6.322396,pomegranate
4,24,43,22.40424,88.15083,7.199504,pomegranate
9,16,39,18.41164,91.11927,6.101199,pomegranate
3,27,44,24.56811,92.03009,6.591303,pomegranate
9,16,36,23.77989,92.93387,5.893332,pomegranate
39,25,36,18.90223,94.99898,5.567805,pomegranate
17,18,43,24.48808,90.83687,5.843005,pomegranate
29,21,45,23.40982,93.13277,6.74926,pomegranate
39,30,38,20.12645,87.5963,6.965157,pomegranate
21,9,40,24.51148,90.64499,5.956402,pomegranate
6,18,37,19.6569,89.93701,5.93765,pomegranate
3,9,45,23.89163,89.6185,6.535244,pomegranate
16,10,41,24.77464,85.63609,6.738994,pomegranate
9,8,40,22.4872,89.92249,6.55351,pomegranate
3,26,39,24.38319,91.19432,7.079973,pomegranate
20,7,45,18.90592,89.24127,6.077886,pomegranate
13,17,45,21.25434,92.65059,7.159521,pomegranate
2,27,38,22.44581,89.90147,6.738016,pomegranate
61,68,50,35.21463,91.49725,6.793245,papaya
38,68,54,29.33711,90.81781,6.73917,papaya
57,64,55,26.68386,92.95854,6.58376,papaya
37,52,47,43.08023,93.90306,6.542777,papaya
68,52,49,24.42561,92.27749,6.577192,papaya
44,64,54,29.80744,91.38048,6.742749,papaya
63,58,47,26.83054,90.7538,6.864144,papaya
32,68,52,32.68067,92.61716,6.800321,papaya
34,62,55,27.58549,90.72527,6.585346,papaya
49,55,51,24.87212,93.9056,6.676579,papaya
70,68,45,33.83509,92.8547,6.991626,papaya
63,50,52,28.64556,93.22643,6.751748,papaya
47,46,52,23.19451,91.40302,6.502289,papaya
60,58,51,42.07214,92.92203,6.840802,papaya
32,55,51,29.60719,93.15643,6.57398,papaya
45,57,47,23.16856,90.78821,6.656459,papaya
68,62,50,33.20258,92.76438,6.9777,papaya
32,55,52,37.589,91.9974,6.96776,papaya
50,47,48,24.63677,90.61964,6.712772,papaya
44,57,53,42.30496,90.51432,6.931721,papaya
54,65,47,27.92766,91.55594,6.721836,papaya
58,55,47,26.05376,93.69112,6.74249,papaya
48,62,47,25.34756,93.02871,6.803095,papaya
